name,location,description,category,historical_period,latitude,longitude,keywords,tourism_season,avg_visit_time,popularity_level,fun_fact,source,pop_num,is_spring,is_summer,is_autumn,is_winter,era_group,region,multiverse_categories,visit_time_num
Obelisk u Bakićima,"bakići, olovo",A mysterious 4-meter stone monolith decorated with medieval symbols of a boar and a snake.,monument,Medieval,44.1031,18.5639,"obelisk, mystery, Olovo, monolith, stećak",All year,45 min,C,Local legends associate the obelisk with the wedding of a giant or the tomb of a high-ranking noble.,http://kons.gov.ba,1,1,1,1,1,Medieval,Central Bosnia,"['monument', 'history']",0.75
Muška Voda (Konjuh),kladanj,"A famous natural spring on Mount Konjuh, legendary for its medicinal and aphrodisiac properties.",nature,Modern,44.2494,18.7183,"spring, health, Konjuh, Kladanj, nature",All year,2 hours,B,"Legend says the Ottoman elite used this water for longevity and vitality, earning it the name 'Male Water'.",https://en.wikipedia.org,2,1,1,1,1,Modern,Central Bosnia,['nature'],2.0
Kiseljak Town Center,kiseljak,A small town known throughout Bosnia for its famous mineral water and specific flatbread with kajmak.,urban heritage,Modern,43.9452,18.0825,"mineral water, kiseljak, pogacica, kajmak, tradition, lepina, food",All year,1 hour,B,"The name 'Kiseljak' literally means 'sour water', referring to its natural carbonated mineral springs (kiselica).",https://en.wikipedia.org,2,1,1,1,1,Modern,Central Bosnia,['urban heritage'],1.0
Smetovi Zenica,zenica,"A popular mountain excursion site located 8km from Zenica. It offers fresh air, walking trails, and a small ski lift for beginners, making it a favorite for local winter outings.",nature,Modern,44.2372,17.9547,"snow, sledding, hiking, Zenica, fresh air, monument, winter",Winter-Spring,3-5 hours,C,"At the peak of Smetovi, there is a large monument dedicated to the Zenica Partisan Detachment from WWII.",https://smetovi.ba/,1,1,0,0,1,Modern,Central Bosnia,['nature'],4.0
Kupres (Adria Ski),kupres,High-altitude plateau famous for its long winters and the 'Adria Ski' center on Čajuša mountain. It is the most popular winter destination for visitors from Dalmatia and Western Bosnia.,nature,Modern,43.9847,17.2758,"skiing, snow, Kupres, snowboarding, cold, mountains, winter sports",Winter-Spring,Full Day,B,"Kupres is one of the coldest inhabited places in Bosnia, with snow often staying on the ground until late spring.",https://en.wikipedia.org/wiki/Kupres,2,1,0,0,1,Modern,Central Bosnia,['nature'],1.0
Ski Center Rostovo,bugojno,A charming ski resort located between Bugojno and Novi Travnik. It is famous for its 'Ethno Village Babići' where visitors can see traditional Bosnian life.,nature,Modern/Ethno,44.0333,17.5833,"skiing, ethno village, tradition, winter, Bugojno, mountains",Winter-Spring,4-6 hours,B,Rostovo is home to an authentic ethno-village containing original houses moved from different parts of the country.,http://rostovo.ba,2,1,0,0,1,Modern,Central Bosnia,"['nature', 'traditional village']",5.0
Ravna Planina,gornje pale,A modern ski center near Pale featuring the first gondola in BiH. It is connected to Jahorina and offers night skiing and beautiful lake views.,nature,Modern,43.7972,18.575,"skiing, gondola, lake, night skiing, snow, mountains, Pale",All year,4-6 hours,B,"Ravna Planina offers a 1,400-meter long gondola that operates in both winter for skiers and summer for hikers.",https://ski-rp.com,2,1,1,1,1,Modern,Central Bosnia,['nature'],5.0
Sport-Recreational Center Ajdinovići,olovo,"A massive all-inclusive mountain resort famous for its zoo, horse riding, and sports facilities. It is a leading destination for family 'agro-tourism' in Bosnia.",nature,Modern,44.0761,18.5833,"zoo, horses, family, resort, Olovo, nature, swimming, sports",All year,Full Day,A,"Ajdinovići is unique for its 'all-inclusive' concept in a mountain setting, serving traditional Bosnian organic food.",https://srca.ba,3,1,1,1,1,Modern,Central Bosnia,"['nature', 'leisure/zoo']",1.0
Pionirska Dolina (Pioneer Valley),sarajevo,"The oldest zoo and recreational park in Sarajevo, featuring various animal species, playgrounds, and a small train for children.",other heritage/leisure,Modern,43.8761,18.4161,"zoo, Sarajevo, family, kids, park, animals, walking",All year,2-3 hours,B,"During the winter, the park often transforms into a small winter wonderland with holiday lights and sledding areas.",https://park.ba,2,1,1,1,1,Modern,Sarajevo Region,"['other heritage/leisure', 'leisure/zoo']",2.5
Perućica Primeval Forest,sutjeska national park,One of the last remaining primeval forests in Europe. A strictly protected UNESCO site with trees over 300 years old and the Skakavac waterfall.,nature,Geological,43.3211,18.7111,"forest, jungle, UNESCO, Sutjeska, waterfall, hiking, nature",Spring-Autumn,Full Day,A,Perućica is so dense and wild that some parts of it are considered unreachable by humans without professional guides.,https://en.wikipedia.org/wiki/Perućica,3,1,1,1,0,Other,Herzegovina,['nature'],1.0
Rujište,mostar,A mountain pass and ski resort located north of Mostar on the slopes of Prenj. Known as an 'air spa' with healthy oxygen concentrations.,nature,Modern,43.4667,17.9667,"skiing, snow, Mostar, hiking, Prenj, fresh air, health",Winter-Summer,4-6 hours,C,Rujište is famous for its endemic 'Munika' pine trees which only grow in the Balkan mountains.,https://visitmostar.ba,1,1,1,0,1,Modern,Herzegovina,['nature'],5.0
Vidoški Fortress (Old Town Stolac),stolac,"A massive defensive complex with 13 towers, representing one of the largest fortified cities in Bosnia and Herzegovina.",fortress,Medieval/Ottoman,43.0844,17.9556,"fortress, Stolac, Herzegovina, stone city, illyrian",Spring-Autumn,2 hours,A,"The fortress sits on a site inhabited since the Illyrian era, overlooking the Bregava river.",https://en.wikipedia.org/wiki/Vidoški,3,1,1,1,0,Multi-Era,Herzegovina,['fortress'],2.0
Mogorjelo Roman Villa,čapljina,"One of the best-preserved examples of Roman architecture (villa rustica) in the Balkans, dating back to the 4th century.",monument,Ancient,43.1017,17.7011,"Roman, villa, architecture, Čapljina, ancient",Spring-Autumn,1 hour,B,The site was originally a private agricultural estate before being converted into a late-antique fortress.,https://en.wikipedia.org/wiki/Mogorjelo,2,1,1,1,0,Other,Herzegovina,"['monument', 'history']",1.0
Kraljeva Sutjeska Monastery,kakanj/sutjeska,"A 14th-century Franciscan monastery and the seat of Bosnian kings, housing a world-class library and historical archives.",religious,Medieval,44.1211,18.2017,"monastery, kings, history, medieval, archives",All year,2 hours,A,"It is the burial site of the last Bosnian Queen, Katarina, who is still mourned by local women wearing black.",https://en.wikipedia.org/wiki/Kraljeva_Sutjeska,3,1,1,1,1,Medieval,Central Bosnia,"['religious', 'history']",2.0
Štrbački Buk Waterfall,una national park,"The most spectacular waterfall on the Una river, standing 24 meters high on the border between Bosnia and Croatia.",nature,Modern,44.6567,16.0083,"waterfall, Una, rafting, nature, national park",Summer,3-4 hours,A,The mist from the waterfall creates a unique microclimate that supports rare mosses and plants.,https://nationalpark-una.ba/,3,0,1,0,0,Modern,Krajina,['nature'],3.5
Doboj Fortress (Gradina),doboj,"A 13th-century royal fortress located at a strategic junction of the Bosna and Usora rivers, witnessing centuries of warfare.",fortress,Medieval/Ottoman,44.7403,18.0903,"fortress, Doboj, defense, royal, northern Bosnia",Spring-Autumn,1.5 hours,B,The fortress survived dozens of sieges and served as the main defense against Hungarian invasions for centuries.,https://en.wikipedia.org/wiki/Doboj_Fortress,2,1,1,1,0,Multi-Era,Northern Bosnia,['fortress'],1.5
Wild Horses of Kruzi,livno,A plateau where over 700 wild horses roam free. One of the few places in Europe where you can see this phenomenon.,nature,Modern,43.8961,17.1156,"horses, nature, safari, plateau, landscape",Summer,4-5 hours,C,The horses are not strictly wild; they are descendants of domestic horses released in the 1970s.,https://visit-livno.ba/,1,0,1,0,0,Modern,Central Bosnia,"['nature', 'leisure/zoo']",4.5
Dobrićevo Monastery,bileća,A 13th-century Serbian Orthodox monastery that was moved stone-by-stone in 1965 to save it from the rising waters of the artificial Bileća Lake.,religious,Medieval,42.8159,18.418,"monastery, lake, relocation, frescoes, history, Bileća",All year,1 hour,C,The complex was saved through a highly complex 1960s international conservation project executed jointly by local Yugoslav heritage institutes and experts from Stanford University.,https://bs.wikipedia.org/wiki/Manastir_Dobri%C4%87evo,1,1,1,1,1,Medieval,Herzegovina,"['religious', 'history', 'nature']",1.0
Starry Night Retreat (Van Gogh),visoko (lužnica),"An artistic park and glamping site inspired by Van Gogh's famous painting, featuring lavender fields and circular landscapes designed to be seen from above.",nature,Modern,44.0225,18.0642,"Van Gogh, art, lavender, glamping, Visoko, landscape, retreat, Lužnica",Summer-Autumn,2-3 hours,B,"The park was created by planting 130,000 lavender bushes in swirls to replicate the 'Starry Night' brushstrokes.",https://www.designboom.com/architecture/van-gogh-starry-night-lavender-fields-bosnia-retreat-landscape-halim-zukic-11-08-2024/,2,0,1,1,0,Modern,Central Bosnia,['nature'],2.5
Avaz Twist Tower Observation Deck,sarajevo (marijin dvor),"The highest open-air viewpoint in the Balkans located on the 36th floor, offering a 360-degree view of Sarajevo and the surrounding mountains.",urban heritage,Modern,43.8606,18.4025,"skyscraper, viewpoint, observation deck, Sarajevo, panorama, architecture, city view",All year,1 hour,A,"The observation deck features coin-operated binoculars and is accessed by one of the fastest panoramic elevators in Europe, reaching the top in seconds.",https://avaztwisttower.ba/,3,1,1,1,1,Modern,Sarajevo Region,['urban heritage'],1.0
Etno selo Stanišići,bijeljina,"An authentic mountain village in the middle of the Semberija plain, featuring wooden houses, watermills, and a stone monastery.",traditional village,Modern/Traditional,44.7841,19.2661,"Stanišići, Bijeljina, ethno village, tradition, watermills, lake, Semberija",All year,3-4 hours,A,The village was built with authentic buildings transported from various mountain villages in the Vareš and Romanija regions.,https://www.etno-selo.com,3,1,1,1,1,Modern,Northern Bosnia,"['traditional village', 'nature']",3.5
Buško jezero (Buško Blato),tomislavgrad/livno,"The largest reservoir in Southeast Europe, covering 55.8 km² at 716 meters above sea level, created in 1972 for a hydroelectric system. It offers sailing, windsurfing, kayaking, swimming, fishing, and birdwatching on its vast shores.",nature,Modern,43.6607,17.0239,"lake, water sports, sailing, fishing, swimming, nature, Herzegovina",Summer,Full Day,B,"The lake's water is pumped underground through a karst aquifer system across the border into a hydroelectric plant in Croatia, making it one of the most unusual engineering projects in the Balkans.",https://en.wikipedia.org/wiki/Bu%C5%A1ko_Blato,2,0,1,0,0,Modern,Herzegovina,['nature'],1.0
Blidinje Nature Park,tomislavgrad/jablanica,"A 364 km² nature park in the high Dinaric Alps, sitting between the Čvrsnica (2,228 m) and Vran (2,074 m) mountain massifs. Features Bosnia's largest alpine lake, endemic Bosnian pine forests, glacial meadows, and a ski resort at Risovac.",nature,Geological,43.6667,17.4833,"nature, hiking, skiing, mountains, lake, Čvrsnica, Vran, endemic pine, Via Dinarica",All year,Full Day,A,"Traces of Illyrian graves and Roman roads have been found throughout the park, confirming at least 2,500 years of continuous human habitation at altitudes above 1,200 meters.",https://en.wikipedia.org/wiki/Blidinje_plateau,3,1,1,1,1,Other,Herzegovina,['nature'],1.0
Basilica of the Assumption (Duvanjska bazilika),tomislavgrad,"A large neo-Romanesque Catholic basilica built between 1924 and 1932, designed by architect Stjepan Podhorsky. Its interior features the painting 'Jesus, Friend of the Little Children' by renowned Croatian artist Vlaho Bukovac.",religious,Austro-Hungarian/Modern,43.7133,17.2286,"church, basilica, Catholic, art, Bukovac, Herzegovina",All year,1 hour,B,"The basilica complex includes a Franciscan Museum, a library, an art gallery, and an exhibition of prehistoric elephant remains found in the Duvanjsko polje area.",https://en.wikipedia.org/wiki/Tomislavgrad,2,1,1,1,1,Modern,Central Bosnia,['religious'],1.0
Monument to King Tomislav,tomislavgrad,"A large equestrian statue in the center of Tomislavgrad honoring King Tomislav, the first Croatian king, who is traditionally believed to have been crowned on the Duvanjsko polje plain around 925 AD.",monument,Medieval/Modern,43.7128,17.2275,"king, monument, history, medieval, coronation, Croatia",All year,30 min,B,The Duvanjsko polje plain is considered sacred ground in Croatian historical memory as the alleged site of King Tomislav's coronation — although no contemporary written records confirm the precise location.,https://en.wikipedia.org/wiki/Tomislavgrad,2,1,1,1,1,Multi-Era,Central Bosnia,"['monument', 'history']",0.5
Stećci Necropolises of Duvanjsko Polje,tomislavgrad,"A series of medieval tombstone necropolises scattered across the Duvanjsko polje plain, found in the villages of Sarajlije, Zidine, Letka, Lipa, and Mandino Selo. Notable for their fine carvings and variety of forms.",monument,Medieval,43.72,17.24,"stećci, medieval, UNESCO, heritage, tombstones, Herzegovina",Spring-Autumn,1-2 hours,C,The necropolises of Duvanjsko polje were declared national monuments of Bosnia and Herzegovina and form part of the wider UNESCO-listed stećci landscape.,https://whc.unesco.org/en/list/1504,1,1,1,1,0,Medieval,Central Bosnia,"['monument', 'history']",1.5
Roman Bridge on the Šujica (Galečka ćuprija),"šujica, tomislavgrad","A well-preserved Roman stone bridge spanning the Šujica river, dating to the 1st century AD. It once stood on an important Roman road connecting the Dalmatian coast to the interior of the province of Illyricum.",monument,Roman,43.7583,17.1917,"bridge, Roman, ancient, archaeology, river, heritage",Spring-Autumn,45 min,B,"The Šujica river is considered the most winding river in Bosnia and Herzegovina, and the bridge has survived almost two millennia of floods without major structural damage.",https://www.tripadvisor.com/Attraction_Review-g8017081-Activities-Tomislavgrad,2,1,1,1,0,Ancient,Central Bosnia,"['monument', 'history', 'nature']",0.75
Rakitnica Canyon,konjic/bjelasnica,"The longest and deepest canyon in Bosnia, stretching 26 km between the Bjelasnica and Visocica mountains. One of Europe's wildest river gorges, passable only with a guide on foot or in small dinghies through icy rapids and sheer limestone walls.",nature,Geological,43.5667,18.1,"canyon, canyoning, hiking, adventure, wild, river, Lukomir, gorge, nature, wilderness",Spring-Autumn,Full Day,C,Only a few hundred people have ever traversed the full canyon since its first recorded exploration in 1956 due to its extreme terrain.,https://en.wikipedia.org/wiki/Rakitnica_(Neretva),1,1,1,1,0,Other,Herzegovina,['nature'],1.0
Skakavac Waterfall,nahorevo/sarajevo,A 98-meter waterfall — the tallest continuously flowing waterfall in Bosnia — located just 12 km from Sarajevo within the protected Skakavac Nature Park. Reached via a 4-hour hiking trail through dense forest.,nature,Geological,43.9167,18.4333,"waterfall, hiking, Sarajevo, nature, tall, day trip",Spring-Autumn,4-5 hours,B,"In winter the waterfall freezes into a dramatic ice column, attracting ice climbers from across the Balkans who use it as a training wall.",https://en.wikipedia.org/wiki/Skakavac_(waterfall),2,1,1,1,0,Other,Central Bosnia,['nature'],4.5
Boračko Lake,konjic,"A natural glacial lake surrounded by Prenj and Bjelašnica mountains, one of the most beautiful mountain lakes in BiH. Popular for swimming, kayaking, and camping, with pebble beaches and crystal-clear water.",nature,Geological,43.5333,17.9833,"lake, swimming, camping, mountains, Konjic, Prenj, nature",Summer,Full Day,B,"The lake sits at the confluence of four mountain valleys, giving it a unique microclimate that keeps it warm enough for swimming well into October.",https://en.wikipedia.org/wiki/Boračko_Lake,2,0,1,0,0,Other,Herzegovina,['nature'],1.0
Badanj Cave Palaeolithic Site,stolac,"A prehistoric rock shelter containing cave engravings dated to between 14,000 and 18,000 BC, representing the only discovered Palaeolithic cave art in the eastern Adriatic region.",archaeological,Prehistoric,43.0667,17.8833,"cave, prehistoric, art, Palaeolithic, Stolac, engravings, rock shelter, carving",Spring-Autumn,1.5 hours,C,"The carvings depict a horse mid-leap with a net drawn across its neck, suggesting a shared Palaeolithic artistic tradition stretching from France and Spain to the Balkans.",https://en.wikipedia.org/wiki/Badanj_Cave,1,1,1,1,0,Ancient,Herzegovina,"['archaeological', 'nature']",1.5
Međugorje,čitluk,"One of the most visited Catholic pilgrimage sites in the world, where the Virgin Mary is claimed to have appeared to six local children in 1981. Attracts nearly one million visitors annually from across the globe.",religious,Modern,43.1983,17.6736,"pilgrimage, Catholic, Virgin Mary, apparition, faith, Herzegovina",All year,Full Day,A,"In September 2024, the Vatican formally approved public devotions at Međugorje by granting it a 'nihil obstat', resolving decades of official theological hesitation while leaving the supernatural character of the events open.",https://en.wikipedia.org/wiki/Međugorje,3,1,1,1,1,Modern,Herzegovina,['religious'],1.0
Stolac Old Town,stolac,"The oldest continuously inhabited settlement in Bosnia and Herzegovina, with 16,000 years of unbroken habitation. Within one square kilometer you'll find Illyrian, Roman, Byzantine, medieval, and Ottoman layers all coexisting.",archaeological,Prehistoric/Medieval,43.0839,17.9583,"oldest town, Stolac, Illyrian, layers, heritage, history",All year,3-4 hours,B,Stolac's layer cake of civilizations is so dense that archaeologists have found Bronze Age artifacts embedded inside Ottoman-era walls — you can read thousands of years of history within a few steps.,https://en.wikipedia.org/wiki/Stolac,2,1,1,1,1,Multi-Era,Herzegovina,"['archaeological', 'history']",3.5
Ćiro Trail (Hercegovina Bike Path),mostar to dubrovnik,"A 150 km cycling and hiking trail following the historic narrow-gauge railway (Ćiro) that once connected Sarajevo to Dubrovnik. Passes through Herzegovina's most dramatic karst landscapes, vineyards, and villages.",nature,Modern,43.15,17.6,"cycling, hiking, ćiro, railway, trail, Herzegovina, Dubrovnik",Spring-Autumn,Multi-day,B,"The original Ćiro railway was destroyed after WWII, but the New York Times and The Guardian both featured the trail as one of Europe's most scenic cycling routes in 2017.",https://www.herzegovinabike.ba/en/,2,1,1,1,0,Modern,Herzegovina,['nature'],1.0
Oćevija Water-Powered Blacksmith Forges (Majdani),"oćevija, vareš","A tiny mountain village on Zvijezda mountain housing the last water-powered blacksmith forges in Europe still in active use. Three family workshops have been forging iron tools using the same medieval technique for over 800 years, powered by the Oćevica river.",monument,Medieval,44.1672,18.4586,"blacksmith, forge, medieval, craft, tradition, Vareš, UNESCO intangible",All year,1.5 hours,C,The only comparable water-powered forges still operating in Europe are in Germany's Black Forest — making Oćevija the last living example of pre-industrial ironworking in the entire Balkans.,https://visitbih.ba/en/vares-780-years-old-blacksmith-craft-preserved-by-three-masters-only/,1,1,1,1,1,Medieval,Central Bosnia,"['monument', 'history']",1.5
Nišići Plateau,nišići/čevljanovići,"A high mountain plateau between Sarajevo, Olovo, and Vareš, famous for its traditional Bosnian bullfights (korida) held each summer in Čevljanovići, where two bulls fight until one retreats — a centuries-old custom unique to western Bosnia.",traditional village,Traditional,44.0833,18.5333,"plateau, bullfight, korida, tradition, nature, mountain, hiking",Summer,3-4 hours,B,"Bosnian bullfighting has nothing to do with Spanish-style corrida — no bull is harmed or killed. The bulls simply push against each other until the weaker one walks away, a tradition rooted in testing livestock strength.",https://en.wikipedia.org/wiki/Ni%C5%A1i%C4%87i,2,0,1,0,0,Other,Central Bosnia,"['traditional village', 'nature']",3.5
Prenj Mountain (Bosnian Himalayas),konjic/jablanica,"A dramatic massif in southern Bosnia with 11 peaks above 2,000 meters, nicknamed the 'Bosnian Himalayas' by mountaineers. Features extreme vertical limestone faces, glacial cirques, and one of the hardest alpine routes in the Balkans.",nature,Geological,43.55,17.85,"hiking, mountaineering, alpine, rock climbing, wild, Prenj, Himalayas",Summer,Multi-day,B,Prenj has the highest concentration of endemic plant species of any mountain in Bosnia — over 50 plants found nowhere else on Earth grow on its rocky slopes.,https://en.wikipedia.org/wiki/Prenj,2,0,1,0,0,Other,Herzegovina,['nature'],1.0
Tajan Nature Park,zavidovići/žepče,"A protected nature park in the valley of the Tajan river, featuring canyon gorges, medieval ruins, endemic flora, and one of the densest brown bear populations in Bosnia. Almost entirely unknown to foreign tourists.",nature,Geological,44.35,18.0833,"bears, nature, canyon, hidden, wild, Zavidovići, endemic",Spring-Autumn,Full Day,C,"Wildlife monitoring in Tajan recorded one of the highest brown bear densities in the entire Dinaric Alps — yet the park has almost no tourist infrastructure, keeping it genuinely wild.",https://en.wikipedia.org/wiki/Tajan_Nature_Park,1,1,1,1,0,Other,Central Bosnia,['nature'],1.0
Štit Mountain & Gornji Vakuf,gornji vakuf-uskoplje,"A mountain above the Uskoplje valley with panoramic views and the nearby Ždrimački Waterfall — a 29-meter cascade just 7 km from the town center, largely unknown outside the local area.",nature,Geological,43.75,17.5667,"waterfall, mountain, hiking, Gornji Vakuf, hidden, Uskoplje",Spring-Autumn,2-3 hours,C,The waterfall is formed by a stream that disappears underground for part of its course — a classic example of the karst hydrology that defines central Bosnia.,https://en.wikipedia.org/wiki/Gornji_Vakuf-Uskoplje,1,1,1,1,0,Other,Central Bosnia,['nature'],2.5
Zeleni Vir (Bioštica),olovo,"A popular recreational area on the clear Bioštica River, about 3 km from Olovo's center, featuring picnic areas, a small dam lake, boat rentals, outdoor pools, and a restaurant surrounded by dense evergreen forest.",nature,Modern,44.1264,18.5792,"river, picnic, swimming, family, forest, Olovo, nature",Summer,2-3 hours,B,The Bioštica River running through the site is so cold and clean that local trout fishermen consider it among the best fishing spots in central Bosnia.,https://sarajevo.travel/en/things-to-do/zeleni-vir-rest-area/874,2,0,1,0,0,Modern,Central Bosnia,['nature'],2.5
Bingo Zoo Vrt,tuzla (šićki brod),"A modern, privately-developed zoological park and recreational complex spanning over 7 hectares, housing over 100 animal species including lions, bears, tigers, and ostriches alongside family picnic zones.",other heritage/leisure,Modern,44.5292,18.5994,"zoo, animals, Tuzla, park, family, picnic, recreation",All year,2-4 hours,B,"The park is actively involved in local wildlife rescue and rehabilitation, housing several brown bears saved from illegal private ownership across the country.",https://tvtuzla.ba,2,1,1,1,1,Modern,Central Bosnia,"['other heritage/leisure', 'leisure/zoo']",3.0
Sportsko-rekreativni centar „Zelenkovac“,mrkonjić grad,"An eco-zone and artistic mountain hamlet built entirely of wood in a deep pine forest, featuring gallery spaces, small streams, and basic leisure park cabins.",traditional village,Traditional,44.4125,17.0211,"Zelenkovac, eco village, wood art, forest, mountain, leisure, tradition",All year,3-5 hours,B,"Zelenkovac hosts an internationally known jazz festival every summer, hidden completely inside the mountain forest terrain.",https://en.wikipedia.org/wiki/Zelenkovac,2,1,1,1,1,Other,Central Bosnia,"['traditional village', 'nature']",4.0
Etno Selo „Čardaci“ Mačkovac,"klanac, brčko","A traditional plain-style ethno village replica housing historic wooden structures, ancient watermills, and craft workshops displaying northern Bosnian customs.",traditional village,Traditional,44.8211,18.7342,"ethno village, Mačkovac, watermills, tradition, history, crafts, Brčko",All year,2-3 hours,C,The village features a museum of old crafts where tourists can try handling 19th-century weaving looms and woodworking tools.,https://infobrcko.com,1,1,1,1,1,Other,Northern Bosnia,"['traditional village', 'history']",2.5
Log Church in Palačkovci,prnjavor,"A beautifully preserved wooden log church built in 1843 during the Ottoman period, completely constructed out of oak wood without using a single metal nail.",religious,Ottoman,44.8517,17.7831,"church, wooden, log, tradition, Ottoman, religious, history, Palačkovci",All year,1 hour,C,It is called a nail-less church because the builders fit the oak boards together entirely using wooden pegs.,https://en.wikipedia.org/wiki/Palackovci_log_church,1,1,1,1,1,Ottoman,Northern Bosnia,"['religious', 'history']",1.0
Vučijak Lipizzaner Stud Farm,prnjavor,"Established in 1946, this is the only stud farm in Bosnia and Herzegovina dedicated to breeding high-pedigree Lipizzaner horses.",other heritage/leisure,Modern,44.8814,17.6533,"horses, farm, animal, safari, ranch, leisure, nature, prnjavor",All year,2-3 hours,B,The farm was originally named after a nearby hill and holds complete gene pool records dating back to traditional Austro-Hungarian military lineages.,http://www.ergelavucijak.com,2,1,1,1,1,Modern,Northern Bosnia,"['other heritage/leisure', 'nature', 'leisure/zoo']",2.5
Ukrainian Catholic Church of the Transfiguration,prnjavor,"A landmark church built by Ukrainian settlers who moved to the Prnjavor area during Austro-Hungarian rule, earning the town the nickname Little Europe.",religious,Austro-Hungarian,44.8703,17.6624,"church, Ukrainian, religious, history, architecture, Austro-Hungarian, culture",All year,1 hour,C,"Prnjavor has historically been home to over a dozen different nationalities, making this church a central symbol of its diverse cultural mosaic.",https://visitsrpska.org/en/ukrajinska-crkva-2/,1,1,1,1,1,Modern,Northern Bosnia,"['religious', 'history']",1.0
Koski Mehmed Pasha Mosque,mostar,"A majestic 17th-century Ottoman mosque situated right on the edge of the Neretva river cliffs, famous for its magnificent minaret panoramic views.",religious,Ottoman,43.3406,17.8156,"mosque, Ottoman, historical, view, river, history, religious, urban heritage",All year,1 hour,A,It is the only mosque in Mostar where visitors can climb the narrow minaret steps to get a perfect postcard view of the Stari Most bridge.,https://en.wikipedia.org/wiki/Koski_Mehmed_Pasha_Mosque,3,1,1,1,1,Ottoman,Herzegovina,"['religious', 'history', 'nature', 'urban heritage']",1.0
Kajtaz House,mostar,"The oldest and most authentic preserved example of an Ottoman residential dwelling complex in Mostar, featuring separate courtyards for men and women.",urban heritage,Ottoman,43.3341,17.8162,"house, Ottoman, history, traditional, heritage, old town, architecture",All year,1-2 hours,B,"The house still retains its original 16th-century stone walls, interior woodwork, and traditional straw-stuffed furniture arrangements intact.",Uhttps://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.tripadvisor.com/Attraction_Review-g295388-d447577-Reviews-Kajtaz_s_House-Mostar_Herzegovina_Neretva_Canton_Federation_of_Bosnia_and_Herzegov.html&ved=2ahUKEwiet-W3xK6VAxX9S_EDHYuJGB8QFnoECD8QAQ&usg=AOvVaw1yVZ6z5_qeS1w_WKCifyMb,2,1,1,1,1,Ottoman,Herzegovina,"['urban heritage', 'history']",1.5
Kriva Ćuprija (Crooked Bridge),mostar,"A miniature single-arch stone bridge built by the Ottoman architect Čejvan Kethoda in 1558, predating the construction of the famous Stari Most.",monument,Ottoman,43.3369,17.8139,"bridge, monument, history, Ottoman, river, architecture, old town",All year,1 hour,A,It served as an architectural prototype and stress-test model for testing structural engineering theories before building the grander Stari Most.,https://en.wikipedia.org/wiki/Kriva_Ćuprija,3,1,1,1,1,Ottoman,Herzegovina,"['monument', 'history', 'nature', 'urban heritage']",1.0
Cathedral of Christ the Savior,banja luka,"A magnificent landmark temple in the center of Banja Luka built with multi-colored Mesopotamian travertine stone, featuring golden domes and neo-Byzantine architecture reconstructed to its original 1920s grandeur.",religious,Kingdom of Yugoslavia,44.7724,17.1912,"cathedral, temple, church, Banja Luka, architecture, gold, Byzantine, center",All year,45 min,A,"The original church was destroyed during WWII, and its stone columns survived completely intact inside the city foundations until it was meticulously rebuilt in 1993.","https://en.wikipedia.org/wiki/Cathedral_of_Christ_the_Savior,_Banja_Luka",3,1,1,1,1,Modern,Northern Bosnia,['religious'],0.75
Banj Brdo Monument,banja luka,"A monumental historical WWII complex situated on top of Banj Brdo hill, featuring a massive white Brač stone sculpture dedicated to fallen Krajina anti-fascist fighters, offering panoramic views of the city.",monument,Yugoslavia,44.7397,17.1856,"monument, memorial, Spomenik, Banj Brdo, WWII, viewpoint, hiking, nature",All year,1-2 hours,B,The monument was designed by the famous Yugoslav sculptor Antun Augustincic and symbolizes a series of stylized fighters moving uphill.,https://en.wikipedia.org/wiki/Banj_Brdo,2,1,1,1,1,Modern,Northern Bosnia,"['monument', 'nature']",1.5
Gospodska Street (Veselina Maslese),banja luka,"The primary historical pedestrian promenade in Banja Luka, lined with beautifully preserved late 19th-century Austro-Hungarian style residential and commercial facades.",urban heritage,Austro-Hungarian,44.7711,17.1906,"street, promenade, walk, shopping, Austro-Hungarian, architecture, old town",All year,1 hour,A,The street earned its popular name 'Gospodska' (Gentlemen's Street) when a local merchant got tired of rowdy crowds and hung a sign reading 'Gospodska ulica' to encourage polite behavior.,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://banjalukatravel.com/en/destination/gospodska-street/&ved=2ahUKEwjy3tqOxK6VAxV8h_0HHQpdGpEQFnoECBkQAQ&usg=AOvVaw1o3tFtnhAQdGu-6fr68Ne7,3,1,1,1,1,Modern,Northern Bosnia,['urban heritage'],1.0
Velika Kladusa Castle (Stari Grad Kladusa),velika kladusa,"A massive medieval fortress crowning a steep central hill, heavily fortified by the Ottoman Empire and later restored as a major cultural-historical complex.",fortress,Medieval/Ottoman,45.1844,15.8058,"castle, fortress, Kladusa, Krajina, walls, towers, history, medieval",All year,1-2 hours,B,The fortress features defensive ramparts built over 13th-century foundations and was the central stronghold of the region for centuries.,https://en.wikipedia.org/wiki/Velika_Kladuša_Castle,2,1,1,1,1,Multi-Era,Krajina,"['fortress', 'history']",1.5
